seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no
"66691","228000148","3","27",계밀양,"228000526","29651"
"66692","228000148","3","28",식금리,"228001303","29655"
"66693","228000148","3","29",양촌리,"230000001","32001"
"66694","228000148","3","30",오천리,"230000124","32004"
"66695","228000148","3","31",마장면사무소,"230000123","32008"
"66696","228000148","3","32",마장초등학교,"230000208","32015"
"66697","228000148","3","33",이치3리,"230000077","32027"
"66698","228000148","3","34",각평리입구,"230000076","32039"
"66699","228000148","3","35",이치2리,"230000075","32041"
"66700","228000148","3","36",이치1리,"230000074","32042"
"66701","228000148","3","37",표교2리롯데아울렛입구,"230000073","32045"
"66702","228000148","3","38",성복교회앞,"230000207","32047"
"66703","228000148","3","39",표교초등학교,"230000072","32053"
"66704","228000148","3","40",표교리.도드람주유소,"230000071","32054"
"66705","228000148","3","41",놀부집앞.기아출고장,"230000206","32060"
"66706","228000148","3","42",안평2리,"230000070","32567"
"66707","228000148","3","43",안평마트앞,"230001378","51166"
"66708","228000148","3","44",안평1리입구,"230000069","32463"
"66709","228000148","3","45",드라마사거리,"230001444","51217"
"66710","228000148","3","46",유산리.유산상회,"230000068","32075"
"66711","228000148","3","47",유산2리.달려라주유소,"230000067","32084"
"66712","228000148","3","48",증일2리입구,"230000066","32089"
"66713","228000148","3","49",율현동,"230000065","32094"
"66714","228000148","3","50",율현사거리,"230001539","51306"
"66715","228000148","3","51",상공회의소,"230000891","32952"
"66716","228000148","3","52",바른병원,"230000218","32101"
"66717","228000148","3","53",미란다호텔,"230001304","51092"
"66718","228000148","3","54",이천터미널,"230000205","32100"
"66719","228000148","3","55",제일은행.이천터미널,"230000179","32097"
"66720","228000148","3","56",상공회의소,"230000892","32332"
"66721","228000148","3","57",율현사거리,"230001531","51294"
"66722","228000148","3","58",율현동,"230000141","32093"
"66723","228000148","3","59",증일2리입구,"230000140","32704"
"66724","228000148","3","60",유산2리.달려라주유소,"230000139","32083"
"66725","228000148","3","61",유산리.유산상회,"230000138","32074"
"66726","228000148","3","62",양우아파트입구,"230001491","51284"
"66727","228000148","3","63",드라마사거리,"230001301","51090"
"66728","228000148","3","64",안평1리,"230001187","32067"
"66729","228000148","3","65",안평2리,"230000136","32062"
"66730","228000148","3","66",놀부집앞.기아출고장,"230000135","32061"
"66731","228000148","3","67",표교리.도드람주유소,"230000134","32055"
"66732","228000148","3","68",표교초등학교,"230000133","32052"
"66733","228000148","3","69",표교2리,"230000132","32046"
"66734","228000148","3","70",표교2리롯데아울렛입구,"230000131","32044"
"66735","228000148","3","71",이치1리,"230000130","32043"
"66736","228000148","3","72",이치2리,"230000129","32040"
"66737","228000148","3","73",각평리입구,"230000128","32038"
"66738","228000148","3","74",이치3리,"230000127","32026"
"66739","228000148","3","75",마장초등학교,"230000078","32016"
"66740","228000148","3","76",마장면사무소,"230000079","32009"
"66741","228000148","3","77",오천리,"230000080","32005"
"66742","228000148","3","78",양촌리,"230000002","32002"
"66743","228000148","3","79",식금리,"228001304","29654"
"66744","228000148","3","80",계밀양,"228000525","29648"
"66745","228000148","3","81",추계리,"228000524","29645"
"66746","228000148","3","82",동일주유소,"228000523","29637"
"66747","228000148","3","83",제일리마을회관,"228000516","29636"
"66748","228000148","3","84",공세울,"228000514","29610"
"66749","228000148","3","85",삼성전원마을,"228000513","29596"
"66750","228000148","3","86",담안빌라,"228000512","29591"
"66751","228000148","3","87",학촌,"228001305","29585"
"66752","228000148","3","88",양지우체국,"228002281","56583"
"66753","228000148","3","89",양지농협,"228000763","29576"
"66754","228000148","3","90",양지면사무소,"228000762","29575"
"66755","228000148","3","91",등촌.약천사,"228000761","29569"
"66756","228000148","3","92",양지14리,"228000760","29567"
"66757","228000148","3","93",남곡리,"228000759","29564"
"66758","228000148","3","94",송문3리,"228000757","29552"
"66759","228000148","3","95",신평리,"228000756","29533"
"66760","228000148","3","96",삼박곡,"228000755","29521"
"66761","228000148","3","97",신흥,"228000754","29494"
"66762","228000148","3","98",동부동주민센터,"228000753","47333"
"66763","228000148","3","99",우성아파트,"228000451","29461"
"66764","228000148","3","100",포브스병원,"228000450","29441"
"66765","228000148","3","101",용인터미널,"228000197","29436"
"66766","228000148","3","102",용인터미널(경유),"277102695",
"66946","228000159","9","14",성산마을,"228001283","47366"
"66933","228000159","9","1",용인터미널,"228001552","47634"
"66934","228000159","9","2",용인터미널(경유),"277102443",
"66935","228000159","9","3",운동장.송담대역,"228000320","29430"
"66936","228000159","9","4",고진역입구,"228000319","29454"
"66937","228000159","9","5",무수막,"228000318","29453"
"66938","228000159","9","6",유림동주민센터,"228000317","29451"
"66939","228000159","9","7",버드실입구,"228001281","47631"
"66940","228000159","9","8",아랫버드실,"228000417","47122"
"66941","228000159","9","9",미진FA시스템앞,"228000416","47575"
"66942","228000159","9","10",윗버드실,"228000415","47313"
"66943","228000159","9","11",백령사입구,"228000414","47314"
"66944","228000159","9","12",성산마을,"228001282","47528"
"66945","228000159","9","13",지장실,"228000413","47315"
"66947","228000159","9","15",성산수양관입구,"228002262","47691"
"66948","228000159","9","16",마성3리,"228001349","47457"
"66949","228000159","9","17",성산수양관입구,"228002260","29232"
"66950","228000159","9","18",성산마을,"228001282","47528"
"66951","228000159","9","19",지장실,"228000413","47315"
"66952","228000159","9","20",성산마을,"228001283","47366"
"66953","228000159","9","21",백령사입구,"228000411","47316"
"66954","228000159","9","22",윗버드실,"228000410","47317"
"66955","228000159","9","23",미진FA시스템앞,"228000409","47577"
"66956","228000159","9","24",아랫버드실,"228000408","47123"
"66957","228000159","9","25",버드실입구,"228001284","47630"
"66958","228000159","9","26",유림동주민센터,"228000324","29446"
"66959","228000159","9","27",무수막,"228000323","29448"
"66960","228000159","9","28",고진역입구,"228000322","29450"
"66961","228000159","9","29",운동장.송담대역,"228000321","29429"
"66962","228000159","9","30",용인터미널,"228000197","29436"
"66963","228000159","9","31",용인터미널(경유),"277102695",
"67042","228000165","11","1",용인터미널,"228001552","47634"
"67043","228000165","11","2",용인터미널(경유),"277102443",
"67044","228000165","11","3",포브스병원,"228000443","29439"
"67045","228000165","11","4",우성아파트,"228000442","29460"
"67046","228000165","11","5",동부동주민센터,"228000773","29471"
"67047","228000165","11","6",신흥,"228000772","29502"
"67048","228000165","11","7",삼박곡,"228000771","29520"
"67049","228000165","11","8",신평리,"228000770","29527"
"67050","228000165","11","9",송문3리,"228000769","29553"
"67051","228000165","11","10",송문리,"228000768","29556"
"67052","228000165","11","11",용인장례식장,"228001162","29825"
"67053","228000165","11","12",남곡리,"228000767","29565"
"67054","228000165","11","13",양지14리,"228000766","29568"
"67055","228000165","11","14",등촌.약천사,"228000765","29570"
"67056","228000165","11","15",양지면사무소,"228000764","29574"
"67057","228000165","11","16",양지농협,"228001163","29826"
"67058","228000165","11","17",양지사거리,"228000583","29577"
"67059","228000165","11","18",용동중학교,"228001862","47797"
"67060","228000165","11","19",양지성당,"228000582","29578"
"67061","228000165","11","20",양지파인리조트,"228000581","29580"
"67062","228000165","11","21",서울회관,"228000580","29827"
"67063","228000165","11","22",비석거리,"228000579","29593"
"67064","228000165","11","23",새말,"228000578","29828"
"67065","228000165","11","24",푸르메전원마을,"228000577","29607"
"67066","228000165","11","25",평창리무수막,"228000575","29620"
"67067","228000165","11","26",청소년수련원,"228000574","29633"
"67068","228000165","11","27",도창,"228000573","29639"
"67069","228000165","11","28",좌전앞,"228001578","47677"
"67070","228000165","11","29",좌항초등학교,"228000511","47319"
"67071","228000165","11","30",대림C&S,"228000510","47030"
"67072","228000165","11","31",알에스텍,"228000509","47320"
"67073","228000165","11","32",생안.진시골,"228000508","47032"
"67074","228000165","11","33",천곡,"228000507","47034"
"67075","228000165","11","34",사암아카데미,"228000506","47036"
"67076","228000165","11","35",모래실.사암2리,"228000505","47038"
"67077","228000165","11","36",광곡,"228000504","47040"
"67078","228000165","11","37",용담.중말,"228000503","47042"
"67079","228000165","11","38",사암주유소,"228001582","47044"
"67080","228000165","11","39",고당리,"228001518","29891"
"67081","228000165","11","40",원삼,"228001587","29618"
"67082","228000165","11","41",독성리전원마을입구,"228002125","29358"
"67083","228000165","11","42",새터말,"228001585","47413"
"67084","228000165","11","43",청룡,"228000478","29602"
"67085","228000165","11","44",진수말,"228000476","29616"
"67086","228000165","11","45",상진마을,"228000475","29612"
"67087","228000165","11","46",구봉말,"228000473","29605"
"67088","228000165","11","47",상진마을,"228000472","29611"
"67089","228000165","11","48",진수말,"228000471","29614"
"67090","228000165","11","49",후동마을,"228000470","29599"
"67091","228000165","11","50",청룡,"228000469","29601"
"67092","228000165","11","51",능말,"228000468","29613"
"67093","228000165","11","52",화포,"228000467","29621"
"67094","228000165","11","53",야광마을,"228000466","29622"
"67095","228000165","11","54",원삼초등학교,"228000616","29632"
"67096","228000165","11","55",원삼,"228000615","29619"
"67097","228000165","11","56",고당리,"228000614","29603"
"67098","228000165","11","57",사암주유소,"228001583","47045"
"67099","228000165","11","58",용담.중말,"228000502","47043"
"67100","228000165","11","59",광곡,"228000501","47041"
"67101","228000165","11","60",모래실.사암2리,"228000500","47039"
"67102","228000165","11","61",사암아카데미,"228000499","47037"
"67103","228000165","11","62",천곡,"228001581","47035"
"67104","228000165","11","63",생안.진시골,"228000498","47033"
"67105","228000165","11","64",대림C&S,"228000497","47031"
"67106","228000165","11","65",좌항초등학교,"228001580","47400"
"67107","228000165","11","66",좌전,"228001579","47029"
"67108","228000165","11","67",좌전고개,"228001546","47488"
"67109","228000165","11","68",도창,"228000538","29640"
"67110","228000165","11","69",청소년수련원,"228000537","29634"
"67111","228000165","11","70",평창1리,"228000536","29624"
"67112","228000165","11","71",푸르메전원마을,"228000535","29606"
"67113","228000165","11","72",새말,"228000534","29829"
"67114","228000165","11","73",비석거리,"228001167","29594"
"67115","228000165","11","74",양지파인리조트,"228000532","29581"
"67116","228000165","11","75",양지성당,"228000531","29579"
"67117","228000165","11","76",용동중학교,"228001863","47795"
"67118","228000165","11","77",양지사거리,"228000530","29834"
"67119","228000165","11","78",양지농협,"228000763","29576"
"67120","228000165","11","79",양지면사무소,"228000762","29575"
"67121","228000165","11","80",등촌.약천사,"228000761","29569"
"67122","228000165","11","81",양지14리,"228000760","29567"
"67123","228000165","11","82",남곡리,"228000759","29564"
"67124","228000165","11","83",송문3리,"228000757","29552"
"67125","228000165","11","84",신평리,"228000756","29533"
"67126","228000165","11","85",삼박곡,"228000755","29521"
"67127","228000165","11","86",신흥,"228000754","29494"
"67128","228000165","11","87",동부동주민센터,"228000753","47333"
"67129","228000165","11","88",우성아파트,"228000451","29461"
"67130","228000165","11","89",포브스병원,"228000450","29441"
"67131","228000165","11","90",용인터미널,"228000197","29436"
"67132","228000165","11","91",용인터미널(경유),"277102695",
"67133","228000168","6","1",용인터미널,"228001552","47634"
"67134","228000168","6","2",송담대사거리(경유),"277102467",
"67135","228000168","6","3",라이프아파트,"228000664","29457"
"67136","228000168","6","4",송담대,"228000663","29464"
"67137","228000168","6","5",옥현,"228000235","29955"
"67138","228000168","6","6",평옥,"228000234","29956"
